Timestamp,MachineID,Temperature,Pressure,VibrationLevel,Status
2025-11-05 18:51:11,M001,39.8,2.24,0.57,Normal
2025-11-05 18:51:11,M002,49.9,1.99,0.55,Normal
2025-11-05 18:51:11,M003,48.0,1.78,0.72,Normal
2025-11-05 18:51:11,M004,57.2,2.25,0.9,Normal
2025-11-05 18:51:11,M005,48.5,2.53,0.41,Normal
2025-11-05 19:06:11,M001,41.6,2.11,0.85,Normal
2025-11-05 19:06:11,M002,83.6,3.19,1.82,Critical
2025-11-05 19:06:11,M003,37.9,1.76,0.8,Normal
2025-11-05 19:06:11,M004,47.1,2.12,0.9,Normal
2025-11-05 19:06:11,M005,53.0,2.03,0.73,Normal
2025-11-05 19:21:11,M001,43.2,1.65,0.62,Normal
2025-11-05 19:21:11,M002,49.7,1.65,0.96,Normal
2025-11-05 19:21:11,M003,34.1,2.2,0.67,Normal
2025-11-05 19:21:11,M004,56.5,1.98,0.9,Normal
2025-11-05 19:21:11,M005,54.8,2.19,0.61,Normal
2025-11-05 19:36:11,M001,40.7,1.57,0.89,Normal
2025-11-05 19:36:11,M002,43.9,2.18,0.62,Normal
2025-11-05 19:36:11,M003,30.0,2.81,0.58,Normal
2025-11-05 19:36:11,M004,40.8,2.39,0.91,Normal
2025-11-05 19:36:11,M005,42.7,2.11,0.72,Normal
2025-11-05 19:51:11,M001,42.5,2.3,0.97,Normal
2025-11-05 19:51:11,M002,78.4,3.23,1.61,Critical
2025-11-05 19:51:11,M003,38.1,2.26,1.0,Normal
2025-11-05 19:51:11,M004,53.1,2.2,0.83,Normal
2025-11-05 19:51:11,M005,40.8,2.36,0.99,Normal
2025-11-05 20:06:11,M001,32.7,1.89,0.44,Normal
2025-11-05 20:06:11,M002,40.2,2.26,0.45,Normal
2025-11-05 20:06:11,M003,58.4,2.04,0.85,Normal
2025-11-05 20:06:11,M004,49.3,2.07,0.95,Normal
2025-11-05 20:06:11,M005,30.9,2.15,0.56,Normal
2025-11-05 20:21:11,M001,48.4,1.95,0.64,Normal
2025-11-05 20:21:11,M002,31.9,2.36,0.48,Normal
2025-11-05 20:21:11,M003,51.1,2.44,1.0,Normal
2025-11-05 20:21:11,M004,39.9,2.39,0.97,Normal
2025-11-05 20:21:11,M005,35.5,2.27,0.7,Normal
2025-11-05 20:36:11,M001,47.5,2.03,0.61,Normal
2025-11-05 20:36:11,M002,47.6,2.01,1.04,Normal
2025-11-05 20:36:11,M003,40.9,2.13,0.62,Normal
2025-11-05 20:36:11,M004,42.9,2.32,0.81,Normal
2025-11-05 20:36:11,M005,36.7,2.61,0.71,Normal
2025-11-05 20:51:11,M001,43.5,2.21,0.85,Normal
2025-11-05 20:51:11,M002,81.1,3.25,1.62,Critical
2025-11-05 20:51:11,M003,41.1,2.49,0.78,Normal
2025-11-05 20:51:11,M004,38.7,1.86,0.41,Normal
2025-11-05 20:51:11,M005,52.5,1.82,0.81,Normal
2025-11-05 21:06:11,M001,36.5,2.21,0.92,Normal
2025-11-05 21:06:11,M002,61.2,2.78,0.91,Warning
2025-11-05 21:06:11,M003,78.9,3.23,1.76,Critical
2025-11-05 21:06:11,M004,50.8,1.98,0.49,Normal
2025-11-05 21:06:11,M005,58.1,2.07,0.84,Normal
2025-11-05 21:21:11,M001,56.2,2.59,0.76,Normal
2025-11-05 21:21:11,M002,44.5,1.6,0.9,Normal
2025-11-05 21:21:11,M003,49.2,2.2,1.04,Normal
2025-11-05 21:21:11,M004,38.9,2.03,0.97,Normal
2025-11-05 21:21:11,M005,51.4,1.67,1.13,Normal
2025-11-05 21:36:11,M001,33.5,2.3,0.87,Normal
2025-11-05 21:36:11,M002,48.7,1.98,0.53,Normal
2025-11-05 21:36:11,M003,45.6,2.34,0.95,Normal
2025-11-05 21:36:11,M004,48.9,2.59,0.35,Normal
2025-11-05 21:36:11,M005,41.4,1.54,0.48,Normal
2025-11-05 21:51:11,M001,50.2,2.72,0.8,Normal
2025-11-05 21:51:11,M002,38.1,1.96,0.54,Normal
2025-11-05 21:51:11,M003,39.7,2.04,0.76,Normal
2025-11-05 21:51:11,M004,59.1,1.91,0.97,Normal
2025-11-05 21:51:11,M005,37.0,2.09,0.9,Normal
2025-11-05 22:06:11,M001,26.4,2.07,0.84,Normal
2025-11-05 22:06:11,M002,51.6,2.1,1.0,Normal
2025-11-05 22:06:11,M003,79.5,3.28,1.96,Critical
2025-11-05 22:06:11,M004,41.7,2.47,0.89,Normal
2025-11-05 22:06:11,M005,41.7,1.67,0.99,Normal
2025-11-05 22:21:11,M001,51.3,2.17,1.05,Normal
2025-11-05 22:21:11,M002,47.8,1.91,0.83,Normal
2025-11-05 22:21:11,M003,40.7,2.37,0.87,Normal
2025-11-05 22:21:11,M004,76.4,3.18,1.89,Critical
2025-11-05 22:21:11,M005,57.4,1.8,1.15,Normal
2025-11-05 22:36:11,M001,75.5,3.15,1.64,Critical
2025-11-05 22:36:11,M002,38.4,2.24,0.76,Normal
2025-11-05 22:36:11,M003,76.0,3.11,1.94,Critical
2025-11-05 22:36:11,M004,42.4,1.78,0.68,Normal
2025-11-05 22:36:11,M005,34.9,2.03,0.92,Normal
2025-11-05 22:51:11,M001,29.4,2.47,1.31,Normal
2025-11-05 22:51:11,M002,41.1,2.63,1.12,Normal
2025-11-05 22:51:11,M003,27.8,2.04,0.79,Normal
2025-11-05 22:51:11,M004,80.7,3.26,1.7,Critical
2025-11-05 22:51:11,M005,50.1,2.48,0.48,Normal
2025-11-05 23:06:11,M001,54.6,2.42,0.86,Normal
2025-11-05 23:06:11,M002,46.7,1.88,0.57,Normal
2025-11-05 23:06:11,M003,52.5,1.89,1.03,Normal
2025-11-05 23:06:11,M004,39.5,1.99,1.03,Normal
2025-11-05 23:06:11,M005,38.8,2.26,0.78,Normal
2025-11-05 23:21:11,M001,34.2,2.42,0.76,Normal
2025-11-05 23:21:11,M002,40.6,2.34,0.84,Normal
2025-11-05 23:21:11,M003,37.1,1.54,0.74,Normal
2025-11-05 23:21:11,M004,43.5,2.21,0.58,Normal
2025-11-05 23:21:11,M005,42.9,2.15,0.69,Normal
2025-11-05 23:36:11,M001,37.8,1.75,0.77,Normal
2025-11-05 23:36:11,M002,30.5,2.35,0.9,Normal
2025-11-05 23:36:11,M003,76.9,3.37,1.58,Critical
2025-11-05 23:36:11,M004,44.5,2.22,0.25,Normal
2025-11-05 23:36:11,M005,52.3,2.24,1.17,Normal
2025-11-05 23:51:11,M001,48.4,2.05,0.68,Normal
2025-11-05 23:51:11,M002,43.5,2.21,0.63,Normal
2025-11-05 23:51:11,M003,45.9,1.74,0.87,Normal
2025-11-05 23:51:11,M004,45.4,1.97,0.78,Normal
2025-11-05 23:51:11,M005,49.5,2.16,1.12,Normal
2025-11-06 00:06:11,M001,61.7,2.55,1.4,Warning
2025-11-06 00:06:11,M002,42.7,1.91,0.91,Normal
2025-11-06 00:06:11,M003,49.1,2.14,0.75,Normal
2025-11-06 00:06:11,M004,33.2,2.28,1.0,Normal
2025-11-06 00:06:11,M005,49.0,2.26,0.74,Normal
2025-11-06 00:21:11,M001,47.8,1.82,0.76,Normal
2025-11-06 00:21:11,M002,78.9,3.1,1.7,Critical
2025-11-06 00:21:11,M003,32.6,2.04,0.93,Normal
2025-11-06 00:21:11,M004,28.3,2.09,1.05,Normal
2025-11-06 00:21:11,M005,80.7,3.19,1.91,Critical
2025-11-06 00:36:11,M001,32.7,2.33,0.94,Normal
2025-11-06 00:36:11,M002,35.8,1.96,0.91,Normal
2025-11-06 00:36:11,M003,44.4,2.33,0.77,Normal
2025-11-06 00:36:11,M004,53.7,1.88,1.03,Normal
2025-11-06 00:36:11,M005,39.4,2.27,0.76,Normal
2025-11-06 00:51:11,M001,49.7,2.41,0.98,Normal
2025-11-06 00:51:11,M002,26.5,2.38,0.94,Normal
2025-11-06 00:51:11,M003,45.8,1.55,1.19,Normal
2025-11-06 00:51:11,M004,33.8,2.45,0.67,Normal
2025-11-06 00:51:11,M005,51.8,2.47,0.38,Normal
2025-11-06 01:06:11,M001,55.2,2.11,0.88,Normal
2025-11-06 01:06:11,M002,42.3,2.44,1.07,Normal
2025-11-06 01:06:11,M003,44.7,2.0,0.77,Normal
2025-11-06 01:06:11,M004,39.4,2.07,0.58,Normal
2025-11-06 01:06:11,M005,45.3,2.24,0.79,Normal
2025-11-06 01:21:11,M001,35.7,2.54,0.71,Normal
2025-11-06 01:21:11,M002,36.5,2.08,1.19,Normal
2025-11-06 01:21:11,M003,35.6,1.47,0.96,Normal
2025-11-06 01:21:11,M004,41.1,1.82,0.91,Normal
2025-11-06 01:21:11,M005,32.0,1.98,0.89,Normal
2025-11-06 01:36:11,M001,46.7,1.98,0.76,Normal
2025-11-06 01:36:11,M002,51.0,2.07,0.87,Normal
2025-11-06 01:36:11,M003,39.6,2.37,1.0,Normal
2025-11-06 01:36:11,M004,55.0,2.13,0.8,Normal
2025-11-06 01:36:11,M005,41.0,1.84,1.0,Normal
2025-11-06 01:51:11,M001,43.2,2.17,0.74,Normal
2025-11-06 01:51:11,M002,49.3,1.85,0.97,Normal
2025-11-06 01:51:11,M003,47.9,2.55,0.79,Normal
2025-11-06 01:51:11,M004,46.2,2.24,0.86,Normal
2025-11-06 01:51:11,M005,50.5,1.93,0.58,Normal
2025-11-06 02:06:11,M001,40.4,2.12,0.59,Normal
2025-11-06 02:06:11,M002,55.7,2.48,0.93,Normal
2025-11-06 02:06:11,M003,40.1,2.07,0.78,Normal
2025-11-06 02:06:11,M004,47.4,1.6,1.08,Normal
2025-11-06 02:06:11,M005,54.1,2.43,1.12,Normal
2025-11-06 02:21:11,M001,28.4,1.86,0.81,Normal
2025-11-06 02:21:11,M002,39.7,1.8,0.9,Normal
2025-11-06 02:21:11,M003,76.8,3.25,2.0,Critical
2025-11-06 02:21:11,M004,41.5,2.39,0.6,Normal
2025-11-06 02:21:11,M005,58.6,2.24,0.82,Normal
2025-11-06 02:36:11,M001,46.6,1.92,0.65,Normal
2025-11-06 02:36:11,M002,80.1,3.17,1.52,Critical
2025-11-06 02:36:11,M003,47.7,1.9,0.79,Normal
2025-11-06 02:36:11,M004,75.6,3.21,1.84,Critical
2025-11-06 02:36:11,M005,47.1,1.85,0.82,Normal
2025-11-06 02:51:11,M001,82.2,3.26,1.6,Critical
2025-11-06 02:51:11,M002,48.9,2.24,0.92,Normal
2025-11-06 02:51:11,M003,51.0,2.27,0.92,Normal
2025-11-06 02:51:11,M004,48.1,2.04,0.64,Normal
2025-11-06 02:51:11,M005,40.7,2.56,0.67,Normal
2025-11-06 03:06:11,M001,52.3,2.41,0.68,Normal
2025-11-06 03:06:11,M002,40.9,2.01,0.6,Normal
2025-11-06 03:06:11,M003,44.6,1.91,0.73,Normal
2025-11-06 03:06:11,M004,77.0,3.22,1.91,Critical
2025-11-06 03:06:11,M005,59.4,2.01,0.76,Normal
2025-11-06 03:21:11,M001,39.3,1.93,0.93,Normal
2025-11-06 03:21:11,M002,51.4,2.28,0.39,Normal
2025-11-06 03:21:11,M003,31.7,2.36,0.55,Normal
2025-11-06 03:21:11,M004,27.9,2.03,0.62,Normal
2025-11-06 03:21:11,M005,43.8,2.03,0.94,Normal
2025-11-06 03:36:11,M001,42.6,2.24,1.1,Normal
2025-11-06 03:36:11,M002,41.8,2.15,0.6,Normal
2025-11-06 03:36:11,M003,72.4,3.09,1.75,Critical
2025-11-06 03:36:11,M004,55.0,2.52,0.82,Normal
2025-11-06 03:36:11,M005,84.2,3.18,1.75,Critical
2025-11-06 03:51:11,M001,49.1,2.43,0.88,Normal
2025-11-06 03:51:11,M002,51.0,2.02,0.73,Normal
2025-11-06 03:51:11,M003,81.1,3.13,1.83,Critical
2025-11-06 03:51:11,M004,46.8,2.31,0.7,Normal
2025-11-06 03:51:11,M005,50.2,2.26,1.4,Normal
2025-11-06 04:06:11,M001,62.0,1.41,0.9,Normal
2025-11-06 04:06:11,M002,85.0,3.21,1.79,Critical
2025-11-06 04:06:11,M003,79.6,3.22,1.64,Critical
2025-11-06 04:06:11,M004,45.9,1.68,0.79,Normal
2025-11-06 04:06:11,M005,79.2,3.2,1.47,Critical
2025-11-06 04:21:11,M001,55.6,2.04,0.79,Normal
2025-11-06 04:21:11,M002,49.9,2.0,0.71,Normal
2025-11-06 04:21:11,M003,24.7,2.27,1.04,Normal
2025-11-06 04:21:11,M004,44.2,2.34,0.78,Normal
2025-11-06 04:21:11,M005,39.0,2.24,0.85,Normal
2025-11-06 04:36:11,M001,47.5,2.59,1.04,Normal
2025-11-06 04:36:11,M002,34.8,2.1,0.64,Normal
2025-11-06 04:36:11,M003,38.9,2.12,0.82,Normal
2025-11-06 04:36:11,M004,35.2,2.0,0.83,Normal
2025-11-06 04:36:11,M005,58.6,2.29,0.75,Normal
2025-11-06 04:51:11,M001,30.2,2.3,0.87,Normal
2025-11-06 04:51:11,M002,40.7,2.13,0.87,Normal
2025-11-06 04:51:11,M003,42.5,1.85,0.91,Normal
2025-11-06 04:51:11,M004,35.5,1.83,0.7,Normal
2025-11-06 04:51:11,M005,42.1,2.15,0.67,Normal
2025-11-06 05:06:11,M001,36.9,1.94,0.84,Normal
2025-11-06 05:06:11,M002,80.6,3.23,1.79,Critical
2025-11-06 05:06:11,M003,50.8,1.86,0.72,Normal
2025-11-06 05:06:11,M004,47.4,1.91,1.12,Normal
2025-11-06 05:06:11,M005,30.6,1.75,0.55,Normal
2025-11-06 05:21:11,M001,81.9,3.33,1.85,Critical
2025-11-06 05:21:11,M002,41.7,1.69,0.64,Normal
2025-11-06 05:21:11,M003,38.7,2.19,0.61,Normal
2025-11-06 05:21:11,M004,38.2,2.36,1.1,Normal
2025-11-06 05:21:11,M005,52.6,2.11,0.78,Normal
2025-11-06 05:36:11,M001,47.0,2.47,0.44,Normal
2025-11-06 05:36:11,M002,48.9,2.55,0.68,Normal
2025-11-06 05:36:11,M003,49.1,1.99,0.97,Normal
2025-11-06 05:36:11,M004,58.5,1.92,0.61,Normal
2025-11-06 05:36:11,M005,42.4,2.44,0.85,Normal
2025-11-06 05:51:11,M001,36.6,1.99,0.78,Normal
2025-11-06 05:51:11,M002,41.2,2.11,0.87,Normal
2025-11-06 05:51:11,M003,41.3,2.42,1.04,Normal
2025-11-06 05:51:11,M004,43.7,2.15,0.83,Normal
2025-11-06 05:51:11,M005,52.7,1.98,0.81,Normal
2025-11-06 06:06:11,M001,46.1,1.93,1.01,Normal
2025-11-06 06:06:11,M002,75.5,3.21,1.92,Critical
2025-11-06 06:06:11,M003,31.3,2.35,1.1,Normal
2025-11-06 06:06:11,M004,47.5,1.83,0.91,Normal
2025-11-06 06:06:11,M005,46.6,1.9,0.67,Normal
2025-11-06 06:21:11,M001,52.5,2.14,0.93,Normal
2025-11-06 06:21:11,M002,54.6,2.05,0.87,Normal
2025-11-06 06:21:11,M003,49.8,2.23,0.66,Normal
2025-11-06 06:21:11,M004,82.1,3.2,1.73,Critical
2025-11-06 06:21:11,M005,36.5,2.55,0.83,Normal
2025-11-06 06:36:11,M001,42.9,2.12,0.84,Normal
2025-11-06 06:36:11,M002,55.6,2.02,0.92,Normal
2025-11-06 06:36:11,M003,39.1,2.1,0.92,Normal
2025-11-06 06:36:11,M004,58.4,1.67,0.86,Normal
2025-11-06 06:36:11,M005,22.6,2.03,0.73,Normal
2025-11-06 06:51:11,M001,39.0,1.62,0.92,Normal
2025-11-06 06:51:11,M002,42.0,2.1,0.92,Normal
2025-11-06 06:51:11,M003,39.2,1.51,0.85,Normal
2025-11-06 06:51:11,M004,36.6,2.78,0.93,Normal
2025-11-06 06:51:11,M005,49.0,2.11,0.58,Normal
2025-11-06 07:06:11,M001,56.2,2.17,0.58,Normal
2025-11-06 07:06:11,M002,48.7,1.85,1.02,Normal
2025-11-06 07:06:11,M003,35.3,1.64,1.03,Normal
2025-11-06 07:06:11,M004,47.2,2.28,1.06,Normal
2025-11-06 07:06:11,M005,55.7,2.23,0.98,Normal
2025-11-06 07:21:11,M001,48.6,1.83,0.68,Normal
2025-11-06 07:21:11,M002,78.4,3.23,2.0,Critical
2025-11-06 07:21:11,M003,62.7,2.91,1.68,Warning
2025-11-06 07:21:11,M004,55.1,1.95,0.69,Normal
2025-11-06 07:21:11,M005,52.3,1.72,1.01,Normal
2025-11-06 07:36:11,M001,40.4,2.45,0.81,Normal
2025-11-06 07:36:11,M002,76.2,3.32,1.7,Critical
2025-11-06 07:36:11,M003,49.5,1.98,0.82,Normal
2025-11-06 07:36:11,M004,31.7,1.78,0.97,Normal
2025-11-06 07:36:11,M005,28.2,1.65,0.77,Normal
2025-11-06 07:51:11,M001,44.5,1.63,0.69,Normal
2025-11-06 07:51:11,M002,46.7,1.86,0.63,Normal
2025-11-06 07:51:11,M003,34.7,2.19,0.71,Normal
2025-11-06 07:51:11,M004,76.0,3.27,1.79,Critical
2025-11-06 07:51:11,M005,39.2,2.48,0.16,Normal
2025-11-06 08:06:11,M001,51.2,2.08,0.55,Normal
2025-11-06 08:06:11,M002,45.6,2.02,0.78,Normal
2025-11-06 08:06:11,M003,49.5,2.02,0.89,Normal
2025-11-06 08:06:11,M004,44.3,2.05,0.69,Normal
2025-11-06 08:06:11,M005,83.4,3.21,1.53,Critical
2025-11-06 08:21:11,M001,46.0,2.23,0.79,Normal
2025-11-06 08:21:11,M002,78.5,3.07,1.89,Critical
2025-11-06 08:21:11,M003,28.0,2.13,1.12,Normal
2025-11-06 08:21:11,M004,45.9,1.82,0.74,Normal
2025-11-06 08:21:11,M005,33.6,1.94,0.95,Normal
2025-11-06 08:36:11,M001,37.3,1.97,0.97,Normal
2025-11-06 08:36:11,M002,40.1,1.63,0.82,Normal
2025-11-06 08:36:11,M003,41.4,2.24,1.15,Normal
2025-11-06 08:36:11,M004,45.4,2.13,0.93,Normal
2025-11-06 08:36:11,M005,34.0,2.32,0.65,Normal
2025-11-06 08:51:11,M001,53.2,1.96,0.96,Normal
2025-11-06 08:51:11,M002,33.3,2.11,0.79,Normal
2025-11-06 08:51:11,M003,42.9,2.2,0.66,Normal
2025-11-06 08:51:11,M004,34.8,1.89,0.4,Normal
2025-11-06 08:51:11,M005,60.4,2.25,0.9,Normal
2025-11-06 09:06:11,M001,52.4,1.77,0.94,Normal
2025-11-06 09:06:11,M002,49.7,2.43,1.15,Normal
2025-11-06 09:06:11,M003,47.9,2.09,1.4,Normal
2025-11-06 09:06:11,M004,29.6,2.03,0.8,Normal
2025-11-06 09:06:11,M005,47.6,1.89,0.97,Normal
2025-11-06 09:21:11,M001,80.2,3.26,1.95,Critical
2025-11-06 09:21:11,M002,34.8,2.09,0.59,Normal
2025-11-06 09:21:11,M003,52.4,2.08,0.24,Normal
2025-11-06 09:21:11,M004,36.6,1.53,0.83,Normal
2025-11-06 09:21:11,M005,42.3,2.11,0.94,Normal
2025-11-06 09:36:11,M001,54.7,2.14,0.62,Normal
2025-11-06 09:36:11,M002,34.9,2.45,0.76,Normal
2025-11-06 09:36:11,M003,43.9,2.1,0.85,Normal
2025-11-06 09:36:11,M004,41.5,1.91,0.95,Normal
2025-11-06 09:36:11,M005,45.8,2.41,0.71,Normal
2025-11-06 09:51:11,M001,45.4,2.65,1.01,Normal
2025-11-06 09:51:11,M002,47.5,2.59,0.89,Normal
2025-11-06 09:51:11,M003,38.0,2.23,0.72,Normal
2025-11-06 09:51:11,M004,50.0,2.15,0.72,Normal
2025-11-06 09:51:11,M005,47.7,2.28,0.67,Normal
2025-11-06 10:06:11,M001,46.4,2.08,0.82,Normal
2025-11-06 10:06:11,M002,41.0,2.35,0.57,Normal
2025-11-06 10:06:11,M003,53.9,2.07,0.84,Normal
2025-11-06 10:06:11,M004,39.0,2.28,0.47,Normal
2025-11-06 10:06:11,M005,79.3,3.13,1.49,Critical
2025-11-06 10:21:11,M001,36.3,2.01,0.84,Normal
2025-11-06 10:21:11,M002,48.9,1.95,0.66,Normal
2025-11-06 10:21:11,M003,35.1,1.79,0.4,Normal
2025-11-06 10:21:11,M004,46.6,2.12,0.92,Normal
2025-11-06 10:21:11,M005,34.3,2.51,0.88,Normal
2025-11-06 10:36:11,M001,83.9,3.12,1.88,Critical
2025-11-06 10:36:11,M002,76.7,3.14,1.79,Critical
2025-11-06 10:36:11,M003,55.7,2.56,0.87,Normal
2025-11-06 10:36:11,M004,81.0,3.21,2.0,Critical
2025-11-06 10:36:11,M005,39.4,2.02,0.73,Normal
2025-11-06 10:51:11,M001,49.9,2.42,0.67,Normal
2025-11-06 10:51:11,M002,36.9,1.81,1.25,Normal
2025-11-06 10:51:11,M003,56.5,2.22,0.72,Normal
2025-11-06 10:51:11,M004,47.9,2.19,0.88,Normal
2025-11-06 10:51:11,M005,48.1,2.06,0.87,Normal
2025-11-06 11:06:11,M001,39.0,1.38,0.79,Normal
2025-11-06 11:06:11,M002,48.3,2.08,0.73,Normal
2025-11-06 11:06:11,M003,40.7,1.61,1.23,Normal
2025-11-06 11:06:11,M004,78.2,3.26,1.99,Critical
2025-11-06 11:06:11,M005,47.6,2.1,1.2,Normal
2025-11-06 11:21:11,M001,40.2,2.58,0.85,Normal
2025-11-06 11:21:11,M002,31.1,1.88,0.74,Normal
2025-11-06 11:21:11,M003,56.1,2.35,0.78,Normal
2025-11-06 11:21:11,M004,47.7,2.16,0.68,Normal
2025-11-06 11:21:11,M005,57.8,1.58,0.79,Normal
2025-11-06 11:36:11,M001,42.2,2.58,0.74,Normal
2025-11-06 11:36:11,M002,83.8,3.34,2.0,Critical
2025-11-06 11:36:11,M003,38.3,2.54,0.86,Normal
2025-11-06 11:36:11,M004,79.2,3.02,1.61,Critical
2025-11-06 11:36:11,M005,46.0,2.55,1.06,Normal
2025-11-06 11:51:11,M001,35.8,2.3,0.5,Normal
2025-11-06 11:51:11,M002,38.5,1.82,0.85,Normal
2025-11-06 11:51:11,M003,37.3,1.98,0.77,Normal
2025-11-06 11:51:11,M004,77.8,3.16,1.41,Critical
2025-11-06 11:51:11,M005,32.4,1.72,0.88,Normal
2025-11-06 12:06:11,M001,81.2,3.12,1.71,Critical
2025-11-06 12:06:11,M002,57.1,2.8,0.86,Normal
2025-11-06 12:06:11,M003,56.3,1.8,0.43,Normal
2025-11-06 12:06:11,M004,34.8,1.73,0.46,Normal
2025-11-06 12:06:11,M005,56.7,2.14,0.94,Normal
2025-11-06 12:21:11,M001,46.9,2.68,1.11,Normal
2025-11-06 12:21:11,M002,46.4,1.76,0.72,Normal
2025-11-06 12:21:11,M003,49.9,2.46,0.32,Normal
2025-11-06 12:21:11,M004,37.1,2.01,0.91,Normal
2025-11-06 12:21:11,M005,49.3,2.49,1.12,Normal
2025-11-06 12:36:11,M001,41.2,2.31,0.74,Normal
2025-11-06 12:36:11,M002,85.0,3.23,1.71,Critical
2025-11-06 12:36:11,M003,41.2,2.14,0.61,Normal
2025-11-06 12:36:11,M004,58.7,1.73,0.85,Normal
2025-11-06 12:36:11,M005,51.5,1.79,0.86,Normal
2025-11-06 12:51:11,M001,60.0,2.36,1.34,Normal
2025-11-06 12:51:11,M002,45.4,2.56,0.54,Normal
2025-11-06 12:51:11,M003,27.4,2.14,0.78,Normal
2025-11-06 12:51:11,M004,42.8,2.32,1.24,Normal
2025-11-06 12:51:11,M005,34.7,2.36,0.75,Normal
2025-11-06 13:06:11,M001,48.2,1.78,0.83,Normal
2025-11-06 13:06:11,M002,52.2,2.45,0.61,Normal
2025-11-06 13:06:11,M003,80.2,3.06,1.63,Critical
2025-11-06 13:06:11,M004,53.1,1.31,0.87,Normal
2025-11-06 13:06:11,M005,34.5,2.37,0.57,Normal
2025-11-06 13:21:11,M001,53.3,2.44,0.9,Normal
2025-11-06 13:21:11,M002,52.7,2.34,0.55,Normal
2025-11-06 13:21:11,M003,28.9,2.21,1.04,Normal
2025-11-06 13:21:11,M004,35.9,2.85,0.67,Normal
2025-11-06 13:21:11,M005,44.6,2.38,0.53,Normal
2025-11-06 13:36:11,M001,46.7,1.92,0.73,Normal
2025-11-06 13:36:11,M002,80.9,3.14,1.96,Critical
2025-11-06 13:36:11,M003,44.6,1.87,1.12,Normal
2025-11-06 13:36:11,M004,61.7,1.97,0.74,Normal
2025-11-06 13:36:11,M005,37.7,2.28,0.35,Normal
2025-11-06 13:51:11,M001,45.8,2.17,0.76,Normal
2025-11-06 13:51:11,M002,46.1,2.39,1.05,Normal
2025-11-06 13:51:11,M003,36.3,2.07,0.84,Normal
2025-11-06 13:51:11,M004,78.7,3.25,2.0,Critical
2025-11-06 13:51:11,M005,42.0,2.26,0.67,Normal
2025-11-06 14:06:11,M001,45.4,2.06,0.66,Normal
2025-11-06 14:06:11,M002,78.5,3.12,1.59,Critical
2025-11-06 14:06:11,M003,45.6,2.04,0.89,Normal
2025-11-06 14:06:11,M004,35.7,2.25,0.55,Normal
2025-11-06 14:06:11,M005,48.3,1.83,0.89,Normal
2025-11-06 14:21:11,M001,43.0,1.93,1.05,Normal
2025-11-06 14:21:11,M002,52.2,2.38,0.74,Normal
2025-11-06 14:21:11,M003,44.2,2.18,0.78,Normal
2025-11-06 14:21:11,M004,49.9,1.79,0.94,Normal
2025-11-06 14:21:11,M005,41.9,1.5,0.53,Normal
2025-11-06 14:36:11,M001,74.5,3.39,1.79,Critical
2025-11-06 14:36:11,M002,33.5,2.12,0.77,Normal
2025-11-06 14:36:11,M003,41.0,2.01,0.53,Normal
2025-11-06 14:36:11,M004,43.8,2.55,0.75,Normal
2025-11-06 14:36:11,M005,32.2,2.51,0.91,Normal
2025-11-06 14:51:11,M001,22.8,1.91,0.67,Normal
2025-11-06 14:51:11,M002,40.2,2.42,0.44,Normal
2025-11-06 14:51:11,M003,45.6,1.77,1.0,Normal
2025-11-06 14:51:11,M004,50.5,2.54,0.89,Normal
2025-11-06 14:51:11,M005,78.9,3.07,1.73,Critical
2025-11-06 15:06:11,M001,85.0,3.15,1.83,Critical
2025-11-06 15:06:11,M002,53.2,2.44,0.94,Normal
2025-11-06 15:06:11,M003,78.8,3.25,2.0,Critical
2025-11-06 15:06:11,M004,51.1,1.64,0.75,Normal
2025-11-06 15:06:11,M005,41.4,2.09,0.56,Normal
2025-11-06 15:21:11,M001,45.6,2.09,0.45,Normal
2025-11-06 15:21:11,M002,61.3,2.24,0.94,Normal
2025-11-06 15:21:11,M003,45.2,1.88,0.9,Normal
2025-11-06 15:21:11,M004,53.4,2.47,0.75,Normal
2025-11-06 15:21:11,M005,46.8,2.42,0.67,Normal
2025-11-06 15:36:11,M001,76.2,3.21,1.87,Critical
2025-11-06 15:36:11,M002,46.7,2.41,0.72,Normal
2025-11-06 15:36:11,M003,60.4,2.44,0.56,Normal
2025-11-06 15:36:11,M004,84.1,3.08,1.58,Critical
2025-11-06 15:36:11,M005,44.7,2.7,1.24,Normal
2025-11-06 15:51:11,M001,42.9,1.73,0.83,Normal
2025-11-06 15:51:11,M002,45.1,1.81,0.91,Normal
2025-11-06 15:51:11,M003,43.5,2.17,0.85,Normal
2025-11-06 15:51:11,M004,42.9,2.12,0.77,Normal
2025-11-06 15:51:11,M005,49.3,1.91,0.82,Normal
2025-11-06 16:06:11,M001,44.4,1.47,0.8,Normal
2025-11-06 16:06:11,M002,65.3,2.97,1.58,Warning
2025-11-06 16:06:11,M003,49.3,2.28,0.69,Normal
2025-11-06 16:06:11,M004,44.7,2.18,0.53,Normal
2025-11-06 16:06:11,M005,59.1,2.04,0.91,Normal
2025-11-06 16:21:11,M001,65.8,2.99,1.91,Warning
2025-11-06 16:21:11,M002,38.5,2.41,0.71,Normal
2025-11-06 16:21:11,M003,52.5,1.91,0.93,Normal
2025-11-06 16:21:11,M004,44.0,1.85,0.96,Normal
2025-11-06 16:21:11,M005,42.8,1.96,0.88,Normal
2025-11-06 16:36:11,M001,34.9,1.93,0.93,Normal
